year;date;title;authors;n_authors;col_code;volume;start_page;end_page;base_url;filename
2015;2015-05-29;Transferring global uncertainty estimates from gauged to ungauged catchments;F. Bourgin, V. Andréassian, C. Perrin, and L. Oudin;4;0;19;2535;2546;https://hess.copernicus.org/articles/19/2535/2015/;hess-19-2535-2015.pdf
2015;2015-06-02;Comparing bias correction methods in downscaling meteorological variables for a hydrologic impact study in an arid area in China;G. H. Fang, J. Yang, Y. N. Chen, and C. Zammit;4;2;19;2547;2559;https://hess.copernicus.org/articles/19/2547/2015/;hess-19-2547-2015.pdf
2015;2015-06-02;Flood frequency analysis of historical flood data under stationary and non-stationary modelling;M. J. Machado, B. A. Botero, J. López, F. Francés, A. Díez-Herrero, and G. Benito;6;0;19;2561;2576;https://hess.copernicus.org/articles/19/2561/2015/;hess-19-2561-2015.pdf
2015;2015-06-02;Seasonal predictions of agro-meteorological drought indicators for the Limpopo basin;F. Wetterhall, H. C. Winsemius, E. Dutra, M. Werner, and E. Pappenberger;5;2;19;2577;2586;https://hess.copernicus.org/articles/19/2577/2015/;hess-19-2577-2015.pdf
2015;2015-06-02;Promising new baseflow separation and recession analysis methods applied to streamflow at Glendhu Catchment, New Zealand;M. K. Stewart;1;0;19;2587;2603;https://hess.copernicus.org/articles/19/2587/2015/;hess-19-2587-2015.pdf
2015;2015-06-03;Surface seiches in Flathead Lake;G. Kirillin, M. S. Lorang, T. C. Lippmann, C. C. Gotschalk, and S. Schimmelpfennig;5;2;19;2605;2615;https://hess.copernicus.org/articles/19/2605/2015/;hess-19-2605-2015.pdf
2015;2015-06-03;Estimating flow and transport parameters in the unsaturated zone with pore water stable isotopes;M. Sprenger, T. H. M. Volkmann, T. Blume, and M. Weiler;4;0;19;2617;2635;https://hess.copernicus.org/articles/19/2617/2015/;hess-19-2617-2015.pdf
2015;2015-06-05;Technical Note: Approximate solution of transient drawdown for constant-flux pumping at a partially penetrating well in a radial two-zone confined aquifer;C.-S. Huang, S.-Y. Yang, and H.-D. Yeh;3;0;19;2639;2647;https://hess.copernicus.org/articles/19/2639/2015/;hess-19-2639-2015.pdf
2015;2015-06-08;The importance of year-to-year variation in meteorological and runoff forcing for water quality of a temperate, dimictic lake;A. T. Romarheim, K. Tominaga, G. Riise, and T. Andersen;4;0;19;2649;2662;https://hess.copernicus.org/articles/19/2649/2015/;hess-19-2649-2015.pdf
2015;2015-06-09;How effective is river restoration in re-establishing groundwater–surface water interactions? – A case study;A.-M. Kurth, C. Weber, and M. Schirmer;3;2;19;2663;2672;https://hess.copernicus.org/articles/19/2663/2015/;hess-19-2663-2015.pdf
2015;2015-06-09;Flooding in river mouths: human caused or natural events? Five centuries of flooding events in the SW Netherlands, 1500–2000;A. M. J. de Kraker;1;0;19;2673;2684;https://hess.copernicus.org/articles/19/2673/2015/;hess-19-2673-2015.pdf
2015;2015-06-12;A continuous rainfall model based on vine copulas;H. Vernieuwe, S. Vandenberghe, B. De Baets, and N. E. C. Verhoest;4;0;19;2685;2699;https://hess.copernicus.org/articles/19/2685/2015/;hess-19-2685-2015.pdf
2015;2015-06-15;Dye tracing to determine flow properties of hydrocarbon-polluted Rabots glaciär, Kebnekaise, Sweden;C. C. Clason, C. Coch, J. Jarsjö, K. Brugger, P. Jansson, and G. Rosqvist;6;0;19;2701;2715;https://hess.copernicus.org/articles/19/2701/2015/;hess-19-2701-2015.pdf
2015;2015-06-15;Building long-term and high spatio-temporal resolution precipitation and air temperature reanalyses by mixing local observations and global atmospheric reanalyses: the ANATEM model;A. Kuentz, T. Mathevet, J. Gailhard, and B. Hingray;4;0;19;2717;2736;https://hess.copernicus.org/articles/19/2717/2015/;hess-19-2717-2015.pdf
2015;2015-06-15;Large-basin hydrological response to climate model outputs: uncertainty caused by internal atmospheric variability;A. Gelfan, V. A. Semenov, E. Gusev, Y. Motovilov, O. Nasonova, I. Krylenko, and E. Kovalev;7;0;19;2737;2754;https://hess.copernicus.org/articles/19/2737/2015/;hess-19-2737-2015.pdf
2015;2015-06-16;Technical Note: A simple generalization of the Brutsaert and Nieber analysis;T. L. Chor and N. L. Dias;2;bw;19;2755;2761;https://hess.copernicus.org/articles/19/2755/2015/;hess-19-2755-2015.pdf
2015;2015-06-16;Understanding NMR relaxometry of partially water-saturated rocks;O. Mohnke, R. Jorand, C. Nordlund, and N. Klitzsch;4;2;19;2763;2773;https://hess.copernicus.org/articles/19/2763/2015/;hess-19-2763-2015.pdf
2015;2015-06-17;Assessment of Halon-1301 as a groundwater age tracer;M. Beyer, R. van der Raaij, U. Morgenstern, and B. Jackson;4;0;19;2775;2789;https://hess.copernicus.org/articles/19/2775/2015/;hess-19-2775-2015.pdf
2015;2015-06-18;Revised predictive equations for salt intrusion modelling in estuaries;J. I. A. Gisen, H. H. G. Savenije, and R. C. Nijzink;3;1;19;2791;2803;https://hess.copernicus.org/articles/19/2791/2015/;hess-19-2791-2015.pdf
2015;2015-06-18;Turbidity in the fluvial Gironde Estuary (southwest France) based on 10-year continuous monitoring: sensitivity to hydrological conditions;I. Jalón-Rojas, S. Schmidt, and A. Sottolichio;3;2;19;2805;2819;https://hess.copernicus.org/articles/19/2805/2015/;hess-19-2805-2015.pdf
2015;2015-06-19;Including the dynamic relationship between climatic variables and leaf area index in a hydrological model to improve streamflow prediction under a changing climate;Z. K. Tesemma, Y. Wei, M. C. Peel, and A. W. Western;4;2;19;2821;2836;https://hess.copernicus.org/articles/19/2821/2015/;hess-19-2821-2015.pdf
2015;2015-06-19;A 2-D process-based model for suspended sediment dynamics: a first step towards ecological modeling;F. M. Achete, M. van der Wegen, D. Roelvink, and B. Jaffe;4;0;19;2837;2857;https://hess.copernicus.org/articles/19/2837/2015/;hess-19-2837-2015.pdf
2015;2015-06-22;Towards observation-based gridded runoff estimates for Europe;L. Gudmundsson and S. I. Seneviratne;2;2;19;2859;2879;https://hess.copernicus.org/articles/19/2859/2015/;hess-19-2859-2015.pdf
2015;2015-06-22;Laser vision: lidar as a transformative tool to advance critical zone science;A. A. Harpold, J. A. Marshall, S. W. Lyon, T. B. Barnhart, B. A. Fisher, M. Donovan, K. M. Brubaker, C. J. Crosby, N. F. Glenn, C. L. Glennie, P. B. Kirchner, N. Lam, K. D. Mankoff, J. L. McCreight, N. P. Molotch, K. N. Musselman, J. Pelletier, T. Russo, H. Sangireddy, Y. Sjöberg, T. Swetnam, and N. West;22;0;19;2881;2897;https://hess.copernicus.org/articles/19/2881/2015/;hess-19-2881-2015.pdf
2015;2015-06-22;The water balance components of undisturbed tropical woodlands in the Brazilian cerrado;P. T. S. Oliveira, E. Wendland, M. A. Nearing, R. L. Scott, R. Rosolem, and H. R. da Rocha;6;0;19;2899;2910;https://hess.copernicus.org/articles/19/2899/2015/;hess-19-2899-2015.pdf
2015;2015-06-23;Operational aspects of asynchronous filtering for flood forecasting;O. Rakovec, A. H. Weerts, J. Sumihar, and R. Uijlenhoet;4;1;19;2911;2924;https://hess.copernicus.org/articles/19/2911/2015/;hess-19-2911-2015.pdf
2015;2015-06-24;TopREML: a topological restricted maximum likelihood approach to regionalize trended runoff signatures in stream networks;M. F. Müller and S. E. Thompson;2;0;19;2925;2942;https://hess.copernicus.org/articles/19/2925/2015/;hess-19-2925-2015.pdf
2015;2015-06-26;Projected changes in US rainfall erosivity;M. Biasutti and R. Seager;2;2;19;2945;2961;https://hess.copernicus.org/articles/19/2945/2015/;hess-19-2945-2015.pdf
2015;2015-06-26;Technical Note: Semi-automated effective width extraction from time-lapse RGB imagery of a remote, braided Greenlandic river;C. J. Gleason, L. C. Smith, D. C. Finnegan, A. L. LeWinter, L. H Pitcher, and V. W. Chu;6;0;19;2963;2969;https://hess.copernicus.org/articles/19/2963/2015/;hess-19-2963-2015.pdf
2015;2015-07-01;Analyses of uncertainties and scaling of groundwater level fluctuations;X. Y. Liang and Y.-K. Zhang;2;bw;19;2971;2979;https://hess.copernicus.org/articles/19/2971/2015/;hess-19-2971-2015.pdf
2015;2015-07-01;Propagation of hydro-meteorological uncertainty in a model cascade framework to inundation prediction;J. P. Rodríguez-Rincón, A. Pedrozo-Acuña, and J. A. Breña-Naranjo;3;2;19;2981;2998;https://hess.copernicus.org/articles/19/2981/2015/;hess-19-2981-2015.pdf
2015;2015-07-02;Data assimilation in integrated hydrological modeling using ensemble Kalman filtering: evaluating the effect of ensemble size and localization on filter performance;J. Rasmussen, H. Madsen, K. H. Jensen, and J. C. Refsgaard;4;2;19;2999;3013;https://hess.copernicus.org/articles/19/2999/2015/;hess-19-2999-2015.pdf
2015;2015-07-02;Vulnerability of groundwater resources to interaction with river water in a boreal catchment;A. Rautio, A.-L. Kivimäki, K. Korkka-Niemi, M. Nygård, V.-P. Salonen, K. Lahti, and H. Vahtera;7;0;19;3015;3032;https://hess.copernicus.org/articles/19/3015/2015/;hess-19-3015-2015.pdf
2015;2015-07-10;Time series analysis of the long-term hydrologic impacts of afforestation in the Águeda watershed of north-central Portugal;D. Hawtree, J. P. Nunes, J. J. Keizer, R. Jacinto, J. Santos, M. E. Rial-Rivas, A.-K. Boulet, F. Tavares-Wahren, and K.-H. Feger;9;1;19;3033;3045;https://hess.copernicus.org/articles/19/3033/2015/;hess-19-3033-2015.pdf
2015;2015-07-10;A 2600-year history of floods in the Bernese Alps, Switzerland: frequencies, mechanisms and climate forcing;L. Schulte, J. C. Peña, F. Carvalho, T. Schmidt, R. Julià, J. Llorca, and H. Veit;7;0;19;3047;3072;https://hess.copernicus.org/articles/19/3047/2015/;hess-19-3047-2015.pdf
2015;2015-07-10;Water savings potentials of irrigation systems: global simulation of processes and linkages;J. Jägermeyr, D. Gerten, J. Heinke, S. Schaphoff, M. Kummu, and W. Lucht;6;0;19;3073;3091;https://hess.copernicus.org/articles/19/3073/2015/;hess-19-3073-2015.pdf
2015;2015-07-13;Attribution of European precipitation and temperature trends to changes in synoptic circulation;A. K. Fleig, L. M. Tallaksen, P. James, H. Hisdal, and K. Stahl;5;2;19;3093;3107;https://hess.copernicus.org/articles/19/3093/2015/;hess-19-3093-2015.pdf
2015;2015-07-16;Evaluation of land surface model simulations of evapotranspiration over a 12-year crop succession: impact of soil hydraulic and vegetation properties;S. Garrigues, A. Olioso, J. C. Calvet, E. Martin, S. Lafont, S. Moulin, A. Chanzy, O. Marloie, S. Buis, V. Desfonds, N. Bertrand, and D. Renard;12;0;19;3109;3131;https://hess.copernicus.org/articles/19/3109/2015/;hess-19-3109-2015.pdf
2015;2015-07-16;Hydrological connectivity inferred from diatom transport through the riparian-stream system;N. Martínez-Carreras, C. E. Wetzel, J. Frentress, L. Ector, J. J. McDonnell, L. Hoffmann, and L. Pfister;7;0;19;3133;3151;https://hess.copernicus.org/articles/19/3133/2015/;hess-19-3133-2015.pdf
2015;2015-07-20;Exploring the impact of forcing error characteristics on physically based snow simulations within a global sensitivity analysis framework;M. S. Raleigh, J. D. Lundquist, and M. P. Clark;3;2;19;3153;3179;https://hess.copernicus.org/articles/19/3153/2015/;hess-19-3153-2015.pdf
2015;2015-07-23;Estimation of predictive hydrologic uncertainty using the quantile regression and UNEEC methods and their comparison on contrasting catchments;N. Dogulu, P. López López, D. P. Solomatine, A. H. Weerts, and D. L. Shrestha;5;0;19;3181;3201;https://hess.copernicus.org/articles/19/3181/2015/;hess-19-3181-2015.pdf
2015;2015-07-24;Investigating temporal field sampling strategies for site-specific calibration of three soil moisture–neutron intensity parameterisation methods;J. Iwema, R. Rosolem, R. Baatz, T. Wagener, and H. R. Bogena;5;1;19;3203;3216;https://hess.copernicus.org/articles/19/3203/2015/;hess-19-3203-2015.pdf
2015;2015-07-24;Impacts of climate change on temperature, precipitation and hydrology in Finland – studies using bias corrected Regional Climate Model data;T. Olsson, J. Jakkila, N. Veijalainen, L. Backman, J. Kaurola, and B. Vehviläinen;6;1;19;3217;3238;https://hess.copernicus.org/articles/19/3217/2015/;hess-19-3217-2015.pdf
2015;2015-07-24;Flood and drought hydrologic monitoring: the role of model parameter uncertainty;N. W. Chaney, J. D. Herman, P. M. Reed, and E. F. Wood;4;0;19;3239;3251;https://hess.copernicus.org/articles/19/3239/2015/;hess-19-3239-2015.pdf
2015;2015-07-28;GRACE storage-runoff hystereses reveal the dynamics of regional watersheds;E. A. Sproles, S. G. Leibowitz, J. T. Reager, P. J. Wigington Jr, J. S. Famiglietti, and S. D. Patil;6;0;19;3253;3272;https://hess.copernicus.org/articles/19/3253/2015/;hess-19-3253-2015.pdf
2015;2015-07-28;Early warning of drought in Europe using the monthly ensemble system from ECMWF;C. Lavaysse, J. Vogt, and F. Pappenberger;3;2;19;3273;3286;https://hess.copernicus.org/articles/19/3273/2015/;hess-19-3273-2015.pdf
2015;2015-07-30;Estimation of crop water requirements: extending the one-step approach to dual crop coefficients;J. P. Lhomme, N. Boudhina, M. M. Masmoudi, and A. Chehbouni;4;0;19;3287;3299;https://hess.copernicus.org/articles/19/3287/2015/;hess-19-3287-2015.pdf
2015;2015-07-31;Complex network theory, streamflow, and hydrometric monitoring system design;M. J. Halverson and S. W. Fleming;2;1;19;3301;3318;https://hess.copernicus.org/articles/19/3301/2015/;hess-19-3301-2015.pdf
2015;2015-07-31;Urbanization dramatically altered the water balances of a paddy field-dominated basin in southern China;L. Hao, G. Sun, Y. Liu, J. Wan, M. Qin, H. Qian, C. Liu, J. Zheng, R. John, P. Fan, and J. Chen;11;1;19;3319;3331;https://hess.copernicus.org/articles/19/3319/2015/;hess-19-3319-2015.pdf
2015;2015-08-03;Landscape heterogeneity drives contrasting concentration–discharge relationships in shale headwater catchments;E. M. Herndon, A. L. Dere, P. L. Sullivan, D. Norris, B. Reynolds, and S. L. Brantley;6;0;19;3333;3347;https://hess.copernicus.org/articles/19/3333/2015/;hess-19-3333-2015.pdf
2015;2015-08-03;Investigating suspended sediment dynamics in contrasting agricultural catchments using ex situ turbidity-based suspended sediment monitoring;S. C. Sherriff, J. S. Rowan, A. R. Melland, P. Jordan, O. Fenton, and D. Ó hUallacháin;6;0;19;3349;3363;https://hess.copernicus.org/articles/19/3349/2015/;hess-19-3349-2015.pdf
2015;2015-08-03;A pan-African medium-range ensemble flood forecast system;V. Thiemig, B. Bisselink, F. Pappenberger, and J. Thielen;4;2;19;3365;3385;https://hess.copernicus.org/articles/19/3365/2015/;hess-19-3365-2015.pdf
2015;2015-08-03;Relating seasonal dynamics of enhanced vegetation index to the recycling of water in two endorheic river basins in north-west China;M. A. Matin and C. P.-A. Bourque;2;2;19;3387;3403;https://hess.copernicus.org/articles/19/3387/2015/;hess-19-3387-2015.pdf
2015;2015-08-04;A comprehensive filtering scheme for high-resolution estimation of the water balance components from high-precision lysimeters;M. Hannes, U. Wollschläger, F. Schrader, W. Durner, S. Gebler, T. Pütz, J. Fank, G. von Unold, and H.-J. Vogel;9;1;19;3405;3418;https://hess.copernicus.org/articles/19/3405/2015/;hess-19-3405-2015.pdf
2015;2015-08-05;The Global Network of Isotopes in Rivers (GNIR): integration of water isotopes in watershed observation and riverine research;J. Halder, S. Terzer, L. I. Wassenaar, L. J. Araguás-Araguás, and P. K. Aggarwal;5;0;19;3419;3431;https://hess.copernicus.org/articles/19/3419/2015/;hess-19-3419-2015.pdf
2015;2015-08-06;Diagnosing the seasonal land–atmosphere correspondence over northern Australia: dependence on soil moisture state and correspondence strength definition;M. Decker, A. Pitman, and J. Evans;3;2;19;3433;3447;https://hess.copernicus.org/articles/19/3433/2015/;hess-19-3433-2015.pdf
2015;2015-08-06;The representation of location by a regional climate model in complex terrain;D. Maraun and M. Widmann;2;2;19;3449;3456;https://hess.copernicus.org/articles/19/3449/2015/;hess-19-3449-2015.pdf
2015;2015-08-07;How to predict hydrological effects of local land use change: how the vegetation parameterisation for short rotation coppices influences model results;F. Richter, C. Döring, M. Jansen, O. Panferov, U. Spank, and C. Bernhofer;6;0;19;3457;3474;https://hess.copernicus.org/articles/19/3457/2015/;hess-19-3457-2015.pdf
2015;2015-08-07;Long-term monitoring of nitrate transport to drainage from three agricultural clayey till fields;V. Ernstsen, P. Olsen, and A. E. Rosenbom;3;0;19;3475;3488;https://hess.copernicus.org/articles/19/3475/2015/;hess-19-3475-2015.pdf
2015;2015-08-10;Characterization of precipitation product errors across the United States using multiplicative triple collocation;S. H. Alemohammad, K. A. McColl, A. G. Konings, D. Entekhabi, and A. Stoffelen;5;2;19;3489;3503;https://hess.copernicus.org/articles/19/3489/2015/;hess-19-3489-2015.pdf
2015;2015-08-10;Qualitative soil moisture assessment in semi-arid Africa – the role of experience and training on inter-rater reliability;M. Rinderer, H. C. Komakech, D. Müller, G. L. B. Wiesenberg, and J. Seibert;5;0;19;3505;3516;https://hess.copernicus.org/articles/19/3505/2015/;hess-19-3505-2015.pdf
2015;2015-08-10;Quantitative historical hydrology in Europe;G. Benito, R. Brázdil, J. Herget, and M. J. Machado;4;0;19;3517;3539;https://hess.copernicus.org/articles/19/3517/2015/;hess-19-3517-2015.pdf
2015;2015-08-11;Impacts of beaver dams on hydrologic and temperature regimes in a mountain stream;M. Majerova, B. T. Neilson, N. M. Schmadel, J. M. Wheaton, and C. J. Snow;5;0;19;3541;3556;https://hess.copernicus.org/articles/19/3541/2015/;hess-19-3541-2015.pdf
2015;2015-08-12;Improving multi-objective reservoir operation optimization with sensitivity-informed dimension reduction;J. Chu, C. Zhang, G. Fu, Y. Li, and H. Zhou;5;0;19;3557;3570;https://hess.copernicus.org/articles/19/3557/2015/;hess-19-3557-2015.pdf
2015;2015-08-14;Measurement and interpolation uncertainties in rainfall maps from cellular communication networks;M. F. Rios Gaona, A. Overeem, H. Leijnse, and R. Uijlenhoet;4;2;19;3571;3584;https://hess.copernicus.org/articles/19/3571/2015/;hess-19-3571-2015.pdf
2015;2015-08-17;Stochastic approach to analyzing the uncertainties and possible changes in the availability of water in the future based on scenarios of climate change;G. G. Oliveira, O. C. Pedrollo, and N. M. R. Castro;3;0;19;3585;3604;https://hess.copernicus.org/articles/19/3585/2015/;hess-19-3585-2015.pdf
2015;2015-08-18;Integration of 2-D hydraulic model and high-resolution lidar-derived DEM for floodplain flow modeling;D. Shen, J. Wang, X. Cheng, Y. Rui, and S. Ye;5;2;19;3605;3616;https://hess.copernicus.org/articles/19/3605/2015/;hess-19-3605-2015.pdf
2015;2015-08-21;Soil moisture–precipitation coupling: observations from the Oklahoma Mesonet and underlying physical mechanisms;T. W. Ford, A. D. Rapp, S. M. Quiring, and J. Blake;4;2;19;3617;3631;https://hess.copernicus.org/articles/19/3617/2015/;hess-19-3617-2015.pdf
2015;2015-08-24;Isolating the impacts of land use and climate change on streamflow;I. Chawla and P. P. Mujumdar;2;0;19;3633;3651;https://hess.copernicus.org/articles/19/3633/2015/;hess-19-3633-2015.pdf
2015;2015-08-24;A comparison of interpolation methods on the basis of data obtained from a bathymetric survey of Lake Vrana, Croatia;A. Šiljeg, S. Lozić, and S. Šiljeg;3;1;19;3653;3666;https://hess.copernicus.org/articles/19/3653/2015/;hess-19-3653-2015.pdf
2015;2015-08-25;Moving sociohydrology forward: a synthesis across studies;T. J. Troy, M. Konar, V. Srinivasan, and S. Thompson;4;0;19;3667;3679;https://hess.copernicus.org/articles/19/3667/2015/;hess-19-3667-2015.pdf
2015;2015-08-25;Linking baseflow separation and groundwater storage dynamics in an alpine basin (Dammagletscher, Switzerland);F. Kobierska, T. Jonas, J. W. Kirchner, and S. M. Bernasconi;4;1;19;3681;3693;https://hess.copernicus.org/articles/19/3681/2015/;hess-19-3681-2015.pdf
2015;2015-08-27;Improving real-time inflow forecasting into hydropower reservoirs through a complementary modelling framework;A. S. Gragne, A. Sharma, R. Mehrotra, and K. Alfredsen;4;1;19;3695;3714;https://hess.copernicus.org/articles/19/3695/2015/;hess-19-3695-2015.pdf
2015;2015-08-27;Socio-hydrological water balance for water allocation between human and environmental purposes in catchments;S. Zhou, Y. Huang, Y. Wei, and G. Wang;4;1;19;3715;3726;https://hess.copernicus.org/articles/19/3715/2015/;hess-19-3715-2015.pdf
2015;2015-09-01;Stream temperature prediction in ungauged basins: review of recent approaches and description of a new physics-derived statistical model;A. Gallice, B. Schaefli, M. Lehning, M. B. Parlange, and H. Huwald;5;0;19;3727;3753;https://hess.copernicus.org/articles/19/3727/2015/;hess-19-3727-2015.pdf
2015;2015-09-01;A review of applications of satellite SAR, optical, altimetry and DEM data for surface water modelling, mapping and parameter estimation;Z. N. Musa, I. Popescu, and A. Mynett;3;1;19;3755;3769;https://hess.copernicus.org/articles/19/3755/2015/;hess-19-3755-2015.pdf
2015;2015-09-08;Transit times from rainfall to baseflow in headwater catchments estimated using tritium: the Ovens River, Australia;I. Cartwright and U. Morgenstern;2;0;19;3771;3785;https://hess.copernicus.org/articles/19/3771/2015/;hess-19-3771-2015.pdf
2015;2015-09-08;Quantifying energy and water fluxes in dry dune ecosystems of the Netherlands;B. R. Voortman, R. P. Bartholomeus, S. E. A. T. M. van der Zee, M. F. P. Bierkens, and J. P. M. Witte;5;1;19;3787;3805;https://hess.copernicus.org/articles/19/3787/2015/;hess-19-3787-2015.pdf
2015;2015-09-10;Influence of solar forcing, climate variability and modes of low-frequency atmospheric variability on summer floods in Switzerland;J. C. Peña, L. Schulte, A. Badoux, M. Barriendos, and A. Barrera-Escoda;5;0;19;3807;3827;https://hess.copernicus.org/articles/19/3807/2015/;hess-19-3807-2015.pdf
2015;2015-09-10;GlobWat – a global water balance model to assess water use in irrigated agriculture;J. Hoogeveen, J.-M. Faurès, L. Peiser, J. Burke, and N. van de Giesen;5;0;19;3829;3844;https://hess.copernicus.org/articles/19/3829/2015/;hess-19-3829-2015.pdf
2015;2015-09-11;Use of satellite and modeled soil moisture data for predicting event soil loss at plot scale;F. Todisco, L. Brocca, L. F. Termite, and W. Wagner;4;0;19;3845;3856;https://hess.copernicus.org/articles/19/3845/2015/;hess-19-3845-2015.pdf
2015;2015-09-14;Computation of vertically averaged velocities in irregular sections of straight channels;E. Spada, T. Tucciarelli, M. Sinagra, V. Sammartano, and G. Corato;5;bw;19;3857;3873;https://hess.copernicus.org/articles/19/3857/2015/;hess-19-3857-2015.pdf
2015;2015-09-15;Performance evaluation of groundwater model hydrostratigraphy from airborne electromagnetic data and lithological borehole logs;P. A. Marker, N. Foged, X. He, A. V. Christiansen, J. C. Refsgaard, E. Auken, and P. Bauer-Gottwein;7;2;19;3875;3890;https://hess.copernicus.org/articles/19/3875/2015/;hess-19-3875-2015.pdf
2015;2015-09-16;Climate model uncertainty versus conceptual geological uncertainty in hydrological modeling;T. O. Sonnenborg, D. Seifert, and J. C. Refsgaard;3;0;19;3891;3901;https://hess.copernicus.org/articles/19/3891/2015/;hess-19-3891-2015.pdf
2015;2015-09-17;Flood triggering in Switzerland: the role of daily to monthly preceding precipitation;P. Froidevaux, J. Schwanbeck, R. Weingartner, C. Chevalier, and O. Martius;5;1;19;3903;3924;https://hess.copernicus.org/articles/19/3903/2015/;hess-19-3903-2015.pdf
2015;2015-09-23;Definition of efficient scarcity-based water pricing policies through stochastic programming;H. Macian-Sorribes, M. Pulido-Velazquez, and A. Tilmant;3;1;19;3925;3935;https://hess.copernicus.org/articles/19/3925/2015/;hess-19-3925-2015.pdf
2015;2015-09-24;Groundwater flow processes and mixing in active volcanic systems: the case of Guadalajara (Mexico);A. Hernández-Antonio, J. Mahlknecht, C. Tamez-Meléndez, J. Ramos-Leal, A. Ramírez-Orozco, R. Parra, N. Ornelas-Soto, and C. J. Eastoe;8;2;19;3937;3950;https://hess.copernicus.org/articles/19/3937/2015/;hess-19-3937-2015.pdf
2015;2015-09-24;Uncertainty in hydrological signatures;I. K. Westerberg and H. K. McMillan;2;0;19;3951;3968;https://hess.copernicus.org/articles/19/3951/2015/;hess-19-3951-2015.pdf
2015;2015-09-25;Performance and robustness of probabilistic river forecasts computed with quantile regression based on multiple independent variables;F. Hoss and P. S. Fischbeck;2;1;19;3969;3990;https://hess.copernicus.org/articles/19/3969/2015/;hess-19-3969-2015.pdf
2015;2015-09-25;Technical Note: The use of an interrupted-flow centrifugation method to characterise preferential flow in low permeability media;R. A. Crane, M. O. Cuthbert, and W. Timms;3;0;19;3991;4000;https://hess.copernicus.org/articles/19/3991/2015/;hess-19-3991-2015.pdf
2015;2015-09-29;Singularity-sensitive gauge-based radar rainfall adjustment methods for urban hydrological applications;L.-P. Wang, S. Ochoa-Rodríguez, C. Onof, and P. Willems;4;2;19;4001;4021;https://hess.copernicus.org/articles/19/4001/2015/;hess-19-4001-2015.pdf
2015;2015-09-29;High-resolution modelling of interactions between soil moisture and convective development in a mountain enclosed Tibetan Basin;T. Gerken, W. Babel, M. Herzog, K. Fuchs, F. Sun, Y. Ma, T. Foken, and H.-F. Graf;8;0;19;4023;4040;https://hess.copernicus.org/articles/19/4023/2015/;hess-19-4023-2015.pdf
2015;2015-10-05;A methodological approach of estimating resistance to flow under unsteady flow conditions;M. M. Mrokowska, P. M. Rowiński, and M. B. Kalinowska;3;0;19;4041;4053;https://hess.copernicus.org/articles/19/4041/2015/;hess-19-4041-2015.pdf
2015;2015-10-06;The effect of empirical-statistical correction of intensity-dependent model errors on the temperature climate change signal;A. Gobiet, M. Suklitsch, and G. Heinrich;3;1;19;4055;4066;https://hess.copernicus.org/articles/19/4055/2015/;hess-19-4055-2015.pdf
2015;2015-10-06;Long-term and high-frequency non-destructive monitoring of water stable isotope profiles in an evaporating soil column;Y. Rothfuss, S. Merz, J. Vanderborght, N. Hermes, A. Weuthen, A. Pohlmeier, H. Vereecken, and N. Brüggemann;8;2;19;4067;4080;https://hess.copernicus.org/articles/19/4067/2015/;hess-19-4067-2015.pdf
2015;2015-10-08;Sensitivity of water scarcity events to ENSO-driven climate variability at the global scale;T. I. E. Veldkamp, S. Eisner, Y. Wada, J. C. J. H. Aerts, and P. J. Ward;5;0;19;4081;4098;https://hess.copernicus.org/articles/19/4081/2015/;hess-19-4081-2015.pdf
2015;2015-10-08;Monitoring strategies of stream phosphorus under contrasting climate-driven flow regimes;G. Goyenola, M. Meerhoff, F. Teixeira-de Mello, I. González-Bergonzoni, D. Graeber, C. Fosalba, N. Vidal, N. Mazzeo, N. B. Ovesen, E. Jeppesen, and B. Kronvang;11;0;19;4099;4111;https://hess.copernicus.org/articles/19/4099/2015/;hess-19-4099-2015.pdf
2015;2015-10-09;Rainfall erosivity estimation based on rainfall data collected over a range of temporal resolutions;S. Yin, Y. Xie, B. Liu, and M. A. Nearing;4;1;19;4113;4126;https://hess.copernicus.org/articles/19/4113/2015/;hess-19-4113-2015.pdf
2015;2015-10-13;Effects of hydrologic conditions on SWAT model performance and parameter sensitivity for a small, mixed land use catchment in New Zealand;W. Me, J. M. Abell, and D. P. Hamilton;3;0;19;4127;4147;https://hess.copernicus.org/articles/19/4127/2015/;hess-19-4127-2015.pdf
2015;2015-10-14;Reconstruction of flood events based on documentary data and transnational flood risk analysis of the Upper Rhine and its French and German tributaries since AD 1480;I. Himmelsbach, R. Glaser, J. Schoenbein, D. Riemann, and B. Martin;5;0;19;4149;4164;https://hess.copernicus.org/articles/19/4149/2015/;hess-19-4149-2015.pdf
2015;2015-10-16;Coupled modeling approach to assess climate change impacts on groundwater recharge and adaptation in arid areas;H. Hashemi, C. B. Uvo, and R. Berndtsson;3;0;19;4165;4181;https://hess.copernicus.org/articles/19/4165/2015/;hess-19-4165-2015.pdf
2015;2015-10-20;Understanding runoff processes in a semi-arid environment through isotope and hydrochemical hydrograph separations;V. V. Camacho Suarez, A. M. L. Saraiva Okello, J. W. Wenninger, and S. Uhlenbrook;4;2;19;4183;4199;https://hess.copernicus.org/articles/19/4183/2015/;hess-19-4183-2015.pdf
