year;date;title;authors;n_authors;col_code;volume;start_page;end_page;base_url;filename
2010;2010-11-18;Performance and reliability of multimodel hydrological ensemble simulations based on seventeen lumped models and a thousand catchments;J. A. Velázquez, F. Anctil, and C. Perrin;3;0;14;2303;2317;https://hess.copernicus.org/articles/14/2303/2010/;hess-14-2303-2010.pdf
2010;2010-11-19;Spatial uncertainty assessment in modelling reference evapotranspiration at regional scale;G. Buttafuoco, T. Caloiero, and R. Coscarelli;3;2;14;2319;2327;https://hess.copernicus.org/articles/14/2319/2010/;hess-14-2319-2010.pdf
2010;2010-11-26;An assessment of future extreme precipitation in western Norway using a linear model;G. N. Caroletti and I. Barstad;2;1;14;2329;2341;https://hess.copernicus.org/articles/14/2329/2010/;hess-14-2329-2010.pdf
2010;2010-11-26;Modeling for transboundary water resources planning and allocation: the case of Southern Africa;D. Juízo and R. Lidén;2;0;14;2343;2354;https://hess.copernicus.org/articles/14/2343/2010/;hess-14-2343-2010.pdf
2010;2010-11-30;An inversion method based on multi-angular approaches for estimating bare soil surface parameters from RADARSAT-1;M. R. Sahebi and J. Angles;2;2;14;2355;2366;https://hess.copernicus.org/articles/14/2355/2010/;hess-14-2355-2010.pdf
2010;2010-12-01;Streamflow trends in Europe: evidence from a dataset of near-natural catchments;K. Stahl, H. Hisdal, J. Hannaford, L. M. Tallaksen, H. A. J. van Lanen, E. Sauquet, S. Demuth, M. Fendekova, and J. Jódar;9;0;14;2367;2382;https://hess.copernicus.org/articles/14/2367/2010/;hess-14-2367-2010.pdf
2010;2010-12-01;Ensemble modelling of nitrogen fluxes: data fusion for a Swedish meso-scale catchment;J.-F. Exbrayat, N. R. Viney, J. Seibert, S. Wrede, H.-G. Frede, and L. Breuer;6;0;14;2383;2397;https://hess.copernicus.org/articles/14/2383/2010/;hess-14-2383-2010.pdf
2010;2010-12-01;Confirmation of ACRU model results for applications in land use and climate change studies;M. L. Warburton, R. E. Schulze, and G. P. W. Jewitt;3;bw;14;2399;2414;https://hess.copernicus.org/articles/14/2399/2010/;hess-14-2399-2010.pdf
2010;2010-12-03;The use of remote sensing to quantify wetland loss in the Choke Mountain range, Upper Blue Nile basin, Ethiopia;E. Teferi, S. Uhlenbrook, W. Bewket, J. Wenninger, and B. Simane;5;1;14;2415;2428;https://hess.copernicus.org/articles/14/2415/2010/;hess-14-2415-2010.pdf
2010;2010-12-03;A stochastic design rainfall generator based on copulas and mass curves;S. Vandenberghe, N. E. C. Verhoest, E. Buyse, and B. De Baets;4;bw;14;2429;2442;https://hess.copernicus.org/articles/14/2429/2010/;hess-14-2429-2010.pdf
2010;2010-12-06;Interannual variations of the terrestrial water storage in the Lower Ob' Basin from a multisatellite approach;F. Frappart, F. Papa, A. Güntner, S. Werth, G. Ramillien, C. Prigent, W. B. Rossow, and M.-P. Bonnet;8;2;14;2443;2453;https://hess.copernicus.org/articles/14/2443/2010/;hess-14-2443-2010.pdf
2010;2010-12-07;State-space approach to evaluate spatial variability of field measured soil water status along a line transect in a volcanic-vesuvian soil;A. Comegna, A. Coppola, V. Comegna, G. Severino, A. Sommella, and C. D. Vitale;6;bw;14;2455;2463;https://hess.copernicus.org/articles/14/2455/2010/;hess-14-2455-2010.pdf
2010;2010-12-09;Introducing empirical and probabilistic regional envelope curves into a mixed bounded distribution function;B. Guse, Th. Hofherr, and B. Merz;3;0;14;2465;2478;https://hess.copernicus.org/articles/14/2465/2010/;hess-14-2465-2010.pdf
2010;2010-12-10;Topographic effects on solar radiation distribution in mountainous watersheds and their influence on reference evapotranspiration estimates at watershed scale;C. Aguilar, J. Herrero, and M. J. Polo;3;0;14;2479;2494;https://hess.copernicus.org/articles/14/2479/2010/;hess-14-2479-2010.pdf
2010;2010-12-10;Design flood hydrographs from the relationship between flood peak and volume;L. Mediero, A. Jiménez-Álvarez, and L. Garrote;3;bw;14;2495;2505;https://hess.copernicus.org/articles/14/2495/2010/;hess-14-2495-2010.pdf
2010;2010-12-13;Establishment of a catchment monitoring network through a participatory approach in a rural community in South Africa;V. M. Kongo, J. R. Kosgei, G. P. W. Jewitt, and S. A. Lorentz;4;0;14;2507;2525;https://hess.copernicus.org/articles/14/2507/2010/;hess-14-2507-2010.pdf
2010;2010-12-13;Mapping snow depth return levels: smooth spatial modeling versus station interpolation;J. Blanchet and M. Lehning;2;1;14;2527;2544;https://hess.copernicus.org/articles/14/2527/2010/;hess-14-2527-2010.pdf
2010;2010-12-13;Why hydrological predictions should be evaluated using information theory;S. V. Weijs, G. Schoups, and N. van de Giesen;3;0;14;2545;2558;https://hess.copernicus.org/articles/14/2545/2010/;hess-14-2545-2010.pdf
2010;2010-12-14;A multiple threshold method for fitting the generalized Pareto distribution to rainfall time series;R. Deidda;1;bw;14;2559;2575;https://hess.copernicus.org/articles/14/2559/2010/;hess-14-2559-2010.pdf
2010;2010-12-15;Improving the snow physics of WEB-DHM and its point evaluation at the SnowMIP sites;M. Shrestha, L. Wang, T. Koike, Y. Xue, and Y. Hirabayashi;5;0;14;2577;2594;https://hess.copernicus.org/articles/14/2577/2010/;hess-14-2577-2010.pdf
2010;2010-12-16;The effect of physical water quality and water level changes on the occurrence and density of Anopheles mosquito larvae around the shoreline of the Koka reservoir, central Ethiopia;B. M. Teklu, H. Tekie, M. McCartney, and S. Kibret;4;0;14;2595;2603;https://hess.copernicus.org/articles/14/2595/2010/;hess-14-2595-2010.pdf
2010;2010-12-16;Error characterisation of global active and passive microwave soil moisture datasets;W. A. Dorigo, K. Scipal, R. M. Parinussa, Y. Y. Liu, W. Wagner, R. A. M. de Jeu, and V. Naeimi;7;2;14;2605;2616;https://hess.copernicus.org/articles/14/2605/2010/;hess-14-2605-2010.pdf
2010;2010-12-20;Estimation of high return period flood quantiles using additional non-systematic information with upper bounded statistical models;B. A. Botero and F. Francés;2;bw;14;2617;2628;https://hess.copernicus.org/articles/14/2617/2010/;hess-14-2617-2010.pdf
2010;2010-12-21;Physical and chemical consequences of artificially deepened thermocline in a small humic lake – a paired whole-lake climate change experiment;M. Forsius, T. Saloranta, L. Arvola, S. Salo, M. Verta, P. Ala-Opas, M. Rask, and J. Vuorenmaa;8;2;14;2629;2642;https://hess.copernicus.org/articles/14/2629/2010/;hess-14-2629-2010.pdf
2010;2010-12-22;The impact of in-canopy wind profile formulations on heat flux estimation in an open orchard using the remote sensing-based two-source model;C. Cammalleri, M. C. Anderson, G. Ciraolo, G. D'Urso, W. P. Kustas, G. La Loggia, and M. Minacapilli;7;0;14;2643;2659;https://hess.copernicus.org/articles/14/2643/2010/;hess-14-2643-2010.pdf
2010;2010-12-22;Aerodynamic roughness length estimation from very high-resolution imaging LIDAR observations over the Heihe basin in China;J. Colin and R. Faivre;2;2;14;2661;2669;https://hess.copernicus.org/articles/14/2661/2010/;hess-14-2661-2010.pdf
2010;2010-12-22;Investigating changes over time of annual rainfall in Zimbabwe;D. Mazvimavi;1;0;14;2671;2679;https://hess.copernicus.org/articles/14/2671/2010/;hess-14-2671-2010.pdf
2010;2010-12-23;HESS Opinions Topography driven conceptual modelling (FLEX-Topo);H. H. G. Savenije;1;0;14;2681;2692;https://hess.copernicus.org/articles/14/2681/2010/;hess-14-2681-2010.pdf
2015;2015-01-06;A strategy to overcome adverse effects of autoregressive updating of streamflow forecasts;M. Li, Q. J. Wang, J. C. Bennett, and D. E. Robertson;4;1;19;1;15;https://hess.copernicus.org/articles/19/1/2015/;hess-19-1-2015.pdf
2015;2015-01-06;Multi-scale analysis of bias correction of soil moisture;C.-H. Su and D. Ryu;2;2;19;17;31;https://hess.copernicus.org/articles/19/17/2015/;hess-19-17-2015.pdf
2015;2015-01-07;On inclusion of water resource management in Earth system models – Part 1: Problem definition and representation of water demand;A. Nazemi and H. S. Wheater;2;bw;19;33;61;https://hess.copernicus.org/articles/19/33/2015/;hess-19-33-2015.pdf
2015;2015-01-07;On inclusion of water resource management in Earth system models – Part 2: Representation of water supply and allocation and opportunities for improved modeling;A. Nazemi and H. S. Wheater;2;bw;19;63;90;https://hess.copernicus.org/articles/19/63/2015/;hess-19-63-2015.pdf
2015;2015-01-07;High-resolution global topographic index values for use in large-scale hydrological modelling;T. R. Marthews, S. J. Dadson, B. Lehner, S. Abele, and N. Gedney;5;0;19;91;104;https://hess.copernicus.org/articles/19/91/2015/;hess-19-91-2015.pdf
2015;2015-01-07;Hydrological hysteresis and its value for assessing process consistency in catchment conceptual models;O. Fovet, L. Ruiz, M. Hrachowitz, M. Faucheux, and C. Gascuel-Odoux;5;0;19;105;123;https://hess.copernicus.org/articles/19/105/2015/;hess-19-105-2015.pdf
2015;2015-01-08;Where does streamwater come from in low-relief forested watersheds? A dual-isotope approach;J. Klaus, J. J. McDonnell, C. R. Jackson, E. Du, and N. A. Griffiths;5;0;19;125;135;https://hess.copernicus.org/articles/19/125/2015/;hess-19-125-2015.pdf
2015;2015-01-09;Thermal damping and retardation in karst conduits;A. J. Luhmann, M. D. Covington, J. M. Myre, M. Perne, S. W. Jones, E. C. Alexander Jr., and M. O. Saar;7;0;19;137;157;https://hess.copernicus.org/articles/19/137/2015/;hess-19-137-2015.pdf
2015;2015-01-12;Climate change and non-stationary flood risk for the upper Truckee River basin;L. E. Condon, S. Gangopadhyay, and T. Pruitt;3;1;19;159;175;https://hess.copernicus.org/articles/19/159/2015/;hess-19-159-2015.pdf
2015;2015-01-12;Estimating the water needed to end the drought or reduce the drought severity in the Carpathian region;T. Antofie, G. Naumann, J. Spinoni, and J. Vogt;4;1;19;177;193;https://hess.copernicus.org/articles/19/177/2015/;hess-19-177-2015.pdf
2015;2015-01-13;Monitoring of riparian vegetation response to flood disturbances using terrestrial photography;K. Džubáková, P. Molnar, K. Schindler, and M. Trizna;4;1;19;195;208;https://hess.copernicus.org/articles/19/195/2015/;hess-19-195-2015.pdf
2015;2015-01-14;Development of a large-sample watershed-scale hydrometeorological data set for the contiguous USA: data set characteristics and assessment of regional variability in hydrologic model performance;A. J. Newman, M. P. Clark, K. Sampson, A. Wood, L. E. Hay, A. Bock, R. J. Viger, D. Blodgett, L. Brekke, J. R. Arnold, T. Hopson, and Q. Duan;12;2;19;209;223;https://hess.copernicus.org/articles/19/209/2015/;hess-19-209-2015.pdf
2015;2015-01-14;Monitoring hillslope moisture dynamics with surface ERT for enhancing spatial significance of hydrometric point measurements;R. Hübner, K. Heller, T. Günther, and A. Kleber;4;2;19;225;240;https://hess.copernicus.org/articles/19/225/2015/;hess-19-225-2015.pdf
2015;2015-01-15;Hydrometeorological effects of historical land-conversion in an ecosystem-atmosphere model of Northern South America;R. G. Knox, M. Longo, A. L. S. Swann, K. Zhang, N. M. Levine, P. R. Moorcroft, and R. L. Bras;7;1;19;241;273;https://hess.copernicus.org/articles/19/241/2015/;hess-19-241-2015.pdf
2015;2015-01-16;The skill of seasonal ensemble low-flow forecasts in the Moselle River for three different hydrological models;M. C. Demirel, M. J. Booij, and A. Y. Hoekstra;3;1;19;275;291;https://hess.copernicus.org/articles/19/275/2015/;hess-19-275-2015.pdf
2015;2015-01-16;Linked hydrologic and social systems that support resilience of traditional irrigation communities;A. Fernald, S. Guldan, K. Boykin, A. Cibils, M. Gonzales, B. Hurd, S. Lopez, C. Ochoa, M. Ortiz, J. Rivera, S. Rodriguez, and C. Steele;12;0;19;293;307;https://hess.copernicus.org/articles/19/293/2015/;hess-19-293-2015.pdf
2015;2015-01-16;What made the June 2013 flood in Germany an exceptional event? A hydro-meteorological evaluation;K. Schröter, M. Kunz, F. Elmer, B. Mühr, and B. Merz;5;2;19;309;327;https://hess.copernicus.org/articles/19/309/2015/;hess-19-309-2015.pdf
2015;2015-01-16;Modelling hyporheic processes for regulated rivers under transient hydrological and hydrogeological conditions;D. Siergieiev, L. Ehlert, T. Reimann, A. Lundberg, and R. Liedl;5;0;19;329;340;https://hess.copernicus.org/articles/19/329/2015/;hess-19-329-2015.pdf
2015;2015-01-19;Satellite radar altimetry for monitoring small rivers and lakes in Indonesia;Y. B. Sulistioadi, K.-H. Tseng, C. K. Shum, H. Hidayat, M. Sumaryono, A. Suhardiman, F. Setiawan, and S. Sunarso;8;1;19;341;359;https://hess.copernicus.org/articles/19/341/2015/;hess-19-341-2015.pdf
2015;2015-01-21;Assessment of precipitation and temperature data from CMIP3 global climate models for hydrologic simulation;T. A. McMahon, M. C. Peel, and D. J. Karoly;3;0;19;361;377;https://hess.copernicus.org/articles/19/361/2015/;hess-19-361-2015.pdf
2015;2015-01-21;Climate and hydrological variability: the catchment filtering role;I. Andrés-Doménech, R. García-Bartual, A. Montanari, and J. B. Marco;4;0;19;379;387;https://hess.copernicus.org/articles/19/379/2015/;hess-19-379-2015.pdf
2015;2015-01-21;ERA-Interim/Land: a global land surface reanalysis data set;G. Balsamo, C. Albergel, A. Beljaars, S. Boussetta, E. Brun, H. Cloke, D. Dee, E. Dutra, J. Muñoz-Sabater, F. Pappenberger, P. de Rosnay, T. Stockdale, and F. Vitart;13;2;19;389;407;https://hess.copernicus.org/articles/19/389/2015/;hess-19-389-2015.pdf
2015;2015-01-21;Using measured soil water contents to estimate evapotranspiration and root water uptake profiles – a comparative study;M. Guderle and A. Hildebrandt;2;2;19;409;425;https://hess.copernicus.org/articles/19/409/2015/;hess-19-409-2015.pdf
2015;2015-01-22;An efficient workflow to accurately compute groundwater recharge for the study of rainfall-triggered deep-seated landslides, application to the Séchilienne unstable slope (western Alps);A. Vallet, C. Bertrand, O. Fabbri, and J. Mudry;4;0;19;427;449;https://hess.copernicus.org/articles/19/427/2015/;hess-19-427-2015.pdf
2015;2015-01-26;Using high-resolution phosphorus data to investigate mitigation measures in headwater river catchments;J. M. Campbell, P. Jordan, and J. Arnscheidt;3;bw;19;453;464;https://hess.copernicus.org/articles/19/453/2015/;hess-19-453-2015.pdf
2015;2015-01-26;Evolving flood patterns in a Mediterranean region (1301–2012) and climatic factors – the case of Catalonia;A. Barrera-Escoda and M. C. Llasat;2;2;19;465;483;https://hess.copernicus.org/articles/19/465/2015/;hess-19-465-2015.pdf
2015;2015-01-26;Precipitation variability within an urban monitoring network via microcanonical cascade generators;P. Licznar, C. De Michele, and W. Adamowski;3;0;19;485;506;https://hess.copernicus.org/articles/19/485/2015/;hess-19-485-2015.pdf
2015;2015-01-28;Spatial evapotranspiration, rainfall and land use data in water accounting – Part 1: Review of the accuracy of the remote sensing data;P. Karimi and W. G. M. Bastiaanssen;2;0;19;507;532;https://hess.copernicus.org/articles/19/507/2015/;hess-19-507-2015.pdf
2015;2015-01-28;Spatial evapotranspiration, rainfall and land use data in water accounting – Part 2: Reliability of water acounting results for policy decisions in the Awash Basin;P. Karimi, W. G. M. Bastiaanssen, A. Sood, J. Hoogeveen, L. Peiser, E. Bastidas-Obando, and R. J. Dost;7;2;19;533;550;https://hess.copernicus.org/articles/19/533/2015/;hess-19-533-2015.pdf
2015;2015-01-28;Identifying the origin and geochemical evolution of groundwater using hydrochemistry and stable isotopes in the Subei Lake basin, Ordos energy base, Northwestern China;F. Liu, X. Song, L. Yang, Y. Zhang, D. Han, Y. Ma, and H. Bu;7;1;19;551;565;https://hess.copernicus.org/articles/19/551/2015/;hess-19-551-2015.pdf
2015;2015-01-29;A framework for assessing hydrological regime sensitivity to climate change in a convective rainfall environment: a case study of two medium-sized eastern Mediterranean catchments, Israel;N. Peleg, E. Shamir, K. P. Georgakakos, and E. Morin;4;2;19;567;581;https://hess.copernicus.org/articles/19/567/2015/;hess-19-567-2015.pdf
2015;2015-01-29;Divergence of actual and reference evapotranspiration observations for irrigated sugarcane with windy tropical conditions;R. G. Anderson, D. Wang, R. Tirado-Corbalá, H. Zhang, and J. E. Ayars;5;1;19;583;599;https://hess.copernicus.org/articles/19/583/2015/;hess-19-583-2015.pdf
2015;2015-01-29;Estimates of global dew collection potential on artificial surfaces;H. Vuollekoski, M. Vogt, V. A. Sinclair, J. Duplissy, H. Järvinen, E.-M. Kyrö, R. Makkonen, T. Petäjä, N. L. Prisle, P. Räisänen, M. Sipilä, J. Ylhäisi, and M. Kulmala;13;0;19;601;613;https://hess.copernicus.org/articles/19/601/2015/;hess-19-601-2015.pdf
2015;2015-01-30;Correction of systematic model forcing bias of CLM using assimilation of cosmic-ray Neutrons and land surface temperature: a study in the Heihe Catchment, China;X. Han, H.-J. H. Franssen, R. Rosolem, R. Jin, X. Li, and H. Vereecken;6;0;19;615;629;https://hess.copernicus.org/articles/19/615/2015/;hess-19-615-2015.pdf
2015;2015-01-30;Assessing the impact of different sources of topographic data on 1-D hydraulic modelling of floods;A. Md Ali, D. P. Solomatine, and G. Di Baldassarre;3;0;19;631;643;https://hess.copernicus.org/articles/19/631/2015/;hess-19-631-2015.pdf
2015;2015-02-02;Variations in quantity, composition and grain size of Changjiang sediment discharging into the sea in response to human activities;J. H. Gao, J. Jia, Y. P. Wang, Y. Yang, J. Li, F. Bai, X. Zou, and S. Gao;8;1;19;645;655;https://hess.copernicus.org/articles/19/645/2015/;hess-19-645-2015.pdf
2015;2015-02-02;Drivers of spatial and temporal variability of streamflow in the Incomati River basin;A. M. L. Saraiva Okello, I. Masih, S. Uhlenbrook, G. P. W. Jewitt, P. van der Zaag, and E. Riddell;6;1;19;657;673;https://hess.copernicus.org/articles/19/657/2015/;hess-19-657-2015.pdf
2015;2015-02-03;Protecting environmental flows through enhanced water licensing and water markets;T. Erfani, O. Binions, and J. J. Harou;3;bw;19;675;689;https://hess.copernicus.org/articles/19/675/2015/;hess-19-675-2015.pdf
2015;2015-02-04;On the sensitivity of urban hydrodynamic modelling to rainfall spatial and temporal resolution;G. Bruni, R. Reinoso, N. C. van de Giesen, F. H. L. R. Clemens, and J. A. E. ten Veldhuis;5;0;19;691;709;https://hess.copernicus.org/articles/19/691/2015/;hess-19-691-2015.pdf
2015;2015-02-04;How does bias correction of regional climate model precipitation affect modelled runoff?;J. Teng, N. J. Potter, F. H. S. Chiew, L. Zhang, B. Wang, J. Vaze, and J. P. Evans;7;1;19;711;728;https://hess.copernicus.org/articles/19/711/2015/;hess-19-711-2015.pdf
2015;2015-02-04;Scalable statistics of correlated random variables and extremes applied to deep borehole porosities;A. Guadagnini, S. P. Neuman, T. Nan, M. Riva, and C. L. Winter;5;0;19;729;745;https://hess.copernicus.org/articles/19/729/2015/;hess-19-729-2015.pdf
2015;2015-02-04;Model study of the impacts of future climate change on the hydrology of Ganges–Brahmaputra–Meghna basin;M. Masood, P. J.-F. Yeh, N. Hanasaki, and K. Takeuchi;4;1;19;747;770;https://hess.copernicus.org/articles/19/747/2015/;hess-19-747-2015.pdf
2015;2015-02-04;Climate impact on floods: changes in high flows in Sweden in the past and the future (1911–2100);B. Arheimer and G. Lindström;2;2;19;771;784;https://hess.copernicus.org/articles/19/771/2015/;hess-19-771-2015.pdf
2015;2015-02-05;Reimagining the past – use of counterfactual trajectories in socio-hydrological modelling: the case of Chennai, India;V. Srinivasan;1;1;19;785;801;https://hess.copernicus.org/articles/19/785/2015/;hess-19-785-2015.pdf
2015;2015-02-05;Using groundwater age and hydrochemistry to understand sources and dynamics of nutrient contamination through the catchment into Lake Rotorua, New Zealand;U. Morgenstern, C. J. Daughney, G. Leonard, D. Gordon, F. M. Donath, and R. Reeves;6;0;19;803;822;https://hess.copernicus.org/articles/19/803/2015/;hess-19-803-2015.pdf
2015;2015-02-06;A high-resolution global-scale groundwater model;I. E. M. de Graaf, E. H. Sutanudjaja, L. P. H. van Beek, and M. F. P. Bierkens;4;2;19;823;837;https://hess.copernicus.org/articles/19/823/2015/;hess-19-823-2015.pdf
2015;2015-02-06;Uncertainty analysis of a spatially explicit annual water-balance model: case study of the Cape Fear basin, North Carolina;P. Hamel and A. J. Guswa;2;1;19;839;853;https://hess.copernicus.org/articles/19/839/2015/;hess-19-839-2015.pdf
2015;2015-02-10;Calibration approaches for distributed hydrologic models in poorly gaged basins: implication for streamflow projections under climate change;S. Wi, Y. C. E. Yang, S. Steinschneider, A. Khalil, and C. M. Brown;5;1;19;857;876;https://hess.copernicus.org/articles/19/857/2015/;hess-19-857-2015.pdf
2015;2015-02-12;Global trends in extreme precipitation: climate models versus observations;B. Asadieh and N. Y. Krakauer;2;2;19;877;891;https://hess.copernicus.org/articles/19/877/2015/;hess-19-877-2015.pdf
2015;2015-02-12;Reducing the ambiguity of karst aquifer models by pattern matching of flow and transport on catchment scale;S. Oehlmann, T. Geyer, T. Licha, and M. Sauter;4;2;19;893;912;https://hess.copernicus.org/articles/19/893/2015/;hess-19-893-2015.pdf
2015;2015-02-12;Climate change impacts on the seasonality and generation processes of floods – projections and uncertainties for catchments with mixed snowmelt/rainfall regimes;K. Vormoor, D. Lawrence, M. Heistermann, and A. Bronstert;4;0;19;913;931;https://hess.copernicus.org/articles/19/913/2015/;hess-19-913-2015.pdf
2015;2015-02-16;From days to decades: numerical modelling of freshwater lens response to climate change stressors on small low-lying islands;S. Holding and D. M. Allen;2;2;19;933;949;https://hess.copernicus.org/articles/19/933/2015/;hess-19-933-2015.pdf
2015;2015-02-20;Derivation of a new continuous adjustment function for correcting wind-induced loss of solid precipitation: results of a Norwegian field study;M. A. Wolff, K. Isaksen, A. Petersen-Øverleir, K. Ødemark, T. Reitan, and R. Brækkan;6;0;19;951;967;https://hess.copernicus.org/articles/19/951/2015/;hess-19-951-2015.pdf
2015;2015-02-20;Development and evaluation of an efficient soil-atmosphere model (FHAVeT) based on the Ross fast solution of the Richards equation for bare soil conditions;A.-J. Tinet, A. Chanzy, I. Braud, D. Crevoisier, and F. Lafolie;5;0;19;969;980;https://hess.copernicus.org/articles/19/969/2015/;hess-19-969-2015.pdf
2015;2015-02-23;Nitrogen surface water retention in the Baltic Sea drainage basin;P. Stålnacke, A. Pengerud, A. Vassiljev, E. Smedberg, C.-M. Mörth, H. E. Hägg, C. Humborg, and H. E. Andersen;8;0;19;981;996;https://hess.copernicus.org/articles/19/981/2015/;hess-19-981-2015.pdf
2015;2015-02-24;Sensitivity of potential evaporation estimates to 100 years of climate variability;R. P. Bartholomeus, J. H. Stagge, L. M. Tallaksen, and J. P. M. Witte;4;0;19;997;1014;https://hess.copernicus.org/articles/19/997/2015/;hess-19-997-2015.pdf
2015;2015-02-24;Quantification of anthropogenic impact on groundwater-dependent terrestrial ecosystem using geochemical and isotope tools combined with 3-D flow and transport modelling;A. J. Zurek, S. Witczak, M. Dulinski, P. Wachniew, K. Rozanski, J. Kania, A. Postawa, J. Karczewski, and W. J. Moscicki;9;1;19;1015;1033;https://hess.copernicus.org/articles/19/1015/2015/;hess-19-1015-2015.pdf
2015;2015-02-25;A conceptual socio-hydrological model of the co-evolution of humans and water: case study of the Tarim River basin, western China;D. Liu, F. Tian, M. Lin, and M. Sivapalan;4;0;19;1035;1054;https://hess.copernicus.org/articles/19/1035/2015/;hess-19-1035-2015.pdf
2015;2015-02-26;Mapping irrigation potential from renewable groundwater in Africa – a quantitative hydrological approach;Y. Altchenko and K. G. Villholth;2;1;19;1055;1067;https://hess.copernicus.org/articles/19/1055/2015/;hess-19-1055-2015.pdf
2015;2015-02-26;Drought severity–duration–frequency curves: a foundation for risk assessment and planning tool for ecosystem establishment in post-mining landscapes;D. Halwatura, A. M. Lechner, and S. Arnold;3;0;19;1069;1091;https://hess.copernicus.org/articles/19/1069/2015/;hess-19-1069-2015.pdf
2015;2015-02-26;Groundwater as an emergency source for drought mitigation in the Crocodile River catchment, South Africa;F. E. F. Mussá, Y. Zhou, S. Maskey, I. Masih, and S. Uhlenbrook;5;1;19;1093;1106;https://hess.copernicus.org/articles/19/1093/2015/;hess-19-1093-2015.pdf
2015;2015-02-26;A groundwater recharge perspective on locating tree plantations within low-rainfall catchments to limit water resource losses;J. F. Dean, J. A. Webb, G. E. Jacobsen, R. Chisari, and P. E. Dresel;5;2;19;1107;1123;https://hess.copernicus.org/articles/19/1107/2015/;hess-19-1107-2015.pdf
2015;2015-03-02;Quantitative high-resolution observations of soil water dynamics in a complicated architecture using time-lapse ground-penetrating radar;P. Klenk, S. Jaumann, and K. Roth;3;0;19;1125;1139;https://hess.copernicus.org/articles/19/1125/2015/;hess-19-1125-2015.pdf
2015;2015-03-02;Polarimetric radar observations during an orographic rain event;M. Frech and J. Steinert;2;2;19;1141;1152;https://hess.copernicus.org/articles/19/1141/2015/;hess-19-1141-2015.pdf
2015;2015-03-02;Sampling frequency trade-offs in the assessment of mean transit times of tropical montane catchment waters under semi-steady-state conditions;E. Timbe, D. Windhorst, R. Celleri, L. Timbe, P. Crespo, H.-G. Frede, J. Feyen, and L. Breuer;8;0;19;1153;1168;https://hess.copernicus.org/articles/19/1153/2015/;hess-19-1153-2015.pdf
2015;2015-03-02;Technical Note: Higher-order statistical moments and a procedure that detects potentially anomalous years as two alternative methods describing alterations in continuous environmental data;I. Arismendi, S. L. Johnson, and J. B. Dunham;3;1;19;1169;1180;https://hess.copernicus.org/articles/19/1169/2015/;hess-19-1169-2015.pdf
2015;2015-03-03;Explaining and forecasting interannual variability in the flow of the Nile River;M. S. Siam and E. A. B. Eltahir;2;0;19;1181;1192;https://hess.copernicus.org/articles/19/1181/2015/;hess-19-1181-2015.pdf
2015;2015-03-03;Use of field and laboratory methods for estimating unsaturated hydraulic properties under different land uses;S. Siltecho, C. Hammecker, V. Sriboonlue, C. Clermont-Dauphin, V. Trelo-ges, A. C. D. Antonino, and R. Angulo-Jaramillo;7;0;19;1193;1207;https://hess.copernicus.org/articles/19/1193/2015/;hess-19-1193-2015.pdf
2015;2015-03-03;Sediment flow paths and associated organic carbon dynamics across a Mediterranean catchment;C. Boix-Fayos, E. Nadeu, J. M. Quiñonero, M. Martínez-Mena, M. Almagro, and J. de Vente;6;0;19;1209;1223;https://hess.copernicus.org/articles/19/1209/2015/;hess-19-1209-2015.pdf
2015;2015-03-05;Attribution of high resolution streamflow trends in Western Austria – an approach based on climate and discharge station data;C. Kormann, T. Francke, M. Renner, and A. Bronstert;4;2;19;1225;1245;https://hess.copernicus.org/articles/19/1225/2015/;hess-19-1225-2015.pdf
2015;2015-03-05;Quantifying groundwater dependence of a sub-polar lake cluster in Finland using an isotope mass balance approach;E. Isokangas, K. Rozanski, P. M. Rossi, A.-K. Ronkanen, and B. Kløve;5;0;19;1247;1262;https://hess.copernicus.org/articles/19/1247/2015/;hess-19-1247-2015.pdf
2015;2015-03-05;Simulating past changes in the balance between water demand and availability and assessing their main drivers at the river basin scale;J. Fabre, D. Ruelland, A. Dezetter, and B. Grouillet;4;1;19;1263;1285;https://hess.copernicus.org/articles/19/1263/2015/;hess-19-1263-2015.pdf
2015;2015-03-06;Reply to D. L. Peters' Comment on Streamflow input to Lake Athabasca, Canada by Rasouli et al. (2013);K. Rasouli, M. A. Hernández-Henríquez, and S. J. Déry;3;0;19;1287;1292;https://hess.copernicus.org/articles/19/1287/2015/;hess-19-1287-2015.pdf
2015;2015-03-06;Modeling suspended sediment sources and transport in the Ishikari River basin, Japan, using SPARROW;W. L. Duan, B. He, K. Takara, P. P. Luo, D. Nover, and M. C. Hu;6;1;19;1293;1306;https://hess.copernicus.org/articles/19/1293/2015/;hess-19-1293-2015.pdf
2015;2015-03-09;Documentary evidence of historical floods and extreme rainfall events in Sweden 1400–1800;D. Retsö;1;1;19;1307;1323;https://hess.copernicus.org/articles/19/1307/2015/;hess-19-1307-2015.pdf
2015;2015-03-09;Contribution of the multi-attribute value theory to conflict resolution in groundwater management – application to the Mancha Oriental groundwater system, Spain;B. Apperl, M. Pulido-Velazquez, J. Andreu, and T. P. Karjalainen;4;0;19;1325;1337;https://hess.copernicus.org/articles/19/1325/2015/;hess-19-1325-2015.pdf
2015;2015-03-10;Fractional snow-covered area parameterization over complex topography;N. Helbig, A. van Herwijnen, J. Magnusson, and T. Jonas;4;2;19;1339;1351;https://hess.copernicus.org/articles/19/1339/2015/;hess-19-1339-2015.pdf
